"sequence","kind","frame","r2_sha","r3_sha","identical"
"1","base","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"1","base","1","092E30DE447D43FC2BCAC9D5965EC4BC5042CF64FA4428F7DD681BF157804DC5","092E30DE447D43FC2BCAC9D5965EC4BC5042CF64FA4428F7DD681BF157804DC5","True"
"1","base","2","62B465754FB994510AD0BAE6013ACEDCF96523FDF4FACB4A31165346D52BDDA7","62B465754FB994510AD0BAE6013ACEDCF96523FDF4FACB4A31165346D52BDDA7","True"
"1","base","3","2B8A7C208C3A60DB14E41CEB955A8E739599C934F2162543E8D4D0B397FAADA4","2B8A7C208C3A60DB14E41CEB955A8E739599C934F2162543E8D4D0B397FAADA4","True"
"1","base","4","1285D74F82ACFF37F4F4BDF25D59AFF2ACAC261486ED253109EE37737C141C4F","1285D74F82ACFF37F4F4BDF25D59AFF2ACAC261486ED253109EE37737C141C4F","True"
"1","base","5","7CC1E15799AF0EE02D5DC7754721880E210E96A41F695BC38337FC0912104471","7CC1E15799AF0EE02D5DC7754721880E210E96A41F695BC38337FC0912104471","True"
"1","base","6","11C0851FED39FDAD5EE318E9C853F5E7E53DFB349899312D1F59DDC19693FE49","11C0851FED39FDAD5EE318E9C853F5E7E53DFB349899312D1F59DDC19693FE49","True"
"1","base","7","F3DF3E6A6F22CF9779DD9250AA11FFF4A9BBC60DBF4D99E205D9F10B041BAF25","F3DF3E6A6F22CF9779DD9250AA11FFF4A9BBC60DBF4D99E205D9F10B041BAF25","True"
"1","base","8","5B265816D3AC03A67FEAB0ACA16649BD4F60604DEE59774921A55D3F5010616E","5B265816D3AC03A67FEAB0ACA16649BD4F60604DEE59774921A55D3F5010616E","True"
"1","base","9","D5300E62A967D00C8224CBA7A831E69C84544E5583314DE42FB501D3B4AACB9A","D5300E62A967D00C8224CBA7A831E69C84544E5583314DE42FB501D3B4AACB9A","True"
"1","base","10","A2A1624A2290768F4C29BC227FAE8DE9133644E6D40867FC160BE67516AF3F32","A2A1624A2290768F4C29BC227FAE8DE9133644E6D40867FC160BE67516AF3F32","True"
"1","base","11","5104F039569FE20C0EDCAB1FB68D56DB041406F3DDB38FC49DD2DD1D1EC636D1","5104F039569FE20C0EDCAB1FB68D56DB041406F3DDB38FC49DD2DD1D1EC636D1","True"
"1","adaptive","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"1","adaptive","1","092E30DE447D43FC2BCAC9D5965EC4BC5042CF64FA4428F7DD681BF157804DC5","092E30DE447D43FC2BCAC9D5965EC4BC5042CF64FA4428F7DD681BF157804DC5","True"
"1","adaptive","2","507239F070F03F13FF544B6560DB6C7584444D6695C780AE33474214EA6244EC","507239F070F03F13FF544B6560DB6C7584444D6695C780AE33474214EA6244EC","True"
"1","adaptive","3","89642CB722CB14A02D57E0D1B6C033553C17E1727BEDDE4EB5040E01C4F10D99","89642CB722CB14A02D57E0D1B6C033553C17E1727BEDDE4EB5040E01C4F10D99","True"
"1","adaptive","4","91D42E3489D38CB4358D330D83AB4A35C7316476FEF109AA2687988C951520FC","91D42E3489D38CB4358D330D83AB4A35C7316476FEF109AA2687988C951520FC","True"
"1","adaptive","5","7CC1E15799AF0EE02D5DC7754721880E210E96A41F695BC38337FC0912104471","7CC1E15799AF0EE02D5DC7754721880E210E96A41F695BC38337FC0912104471","True"
"1","adaptive","6","D60B6F8526F56EFE8005C89A7A0411F57661FA33C0ABD81000542B5CDB3A8227","D60B6F8526F56EFE8005C89A7A0411F57661FA33C0ABD81000542B5CDB3A8227","True"
"1","adaptive","7","CCABEF95C0C9B07A59A15DF99F2C2CD39A37ADE5753D3DB5D49290256F8560B0","CCABEF95C0C9B07A59A15DF99F2C2CD39A37ADE5753D3DB5D49290256F8560B0","True"
"1","adaptive","8","5B265816D3AC03A67FEAB0ACA16649BD4F60604DEE59774921A55D3F5010616E","5B265816D3AC03A67FEAB0ACA16649BD4F60604DEE59774921A55D3F5010616E","True"
"1","adaptive","9","B1DB19B42AC1BD336606D3E474F106D9FA0F9F340271F32456DA4CFB41FE0F58","B1DB19B42AC1BD336606D3E474F106D9FA0F9F340271F32456DA4CFB41FE0F58","True"
"1","adaptive","10","CBDB5DD80852C67072DCEA386E8BEFD7D5E4843495B13D97C65BE0E3F508545C","CBDB5DD80852C67072DCEA386E8BEFD7D5E4843495B13D97C65BE0E3F508545C","True"
"1","adaptive","11","5104F039569FE20C0EDCAB1FB68D56DB041406F3DDB38FC49DD2DD1D1EC636D1","5104F039569FE20C0EDCAB1FB68D56DB041406F3DDB38FC49DD2DD1D1EC636D1","True"
"2","base","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"2","base","1","FDC43B0DF03C435478B0A4539E39393BB34D833E76C5810D1D25230800F0B422","FDC43B0DF03C435478B0A4539E39393BB34D833E76C5810D1D25230800F0B422","True"
"2","base","2","FCD3887F1DC494DCD1E0AA7F1FE5A0346740DCC11D78A0CA11014FA054A4F2D3","FCD3887F1DC494DCD1E0AA7F1FE5A0346740DCC11D78A0CA11014FA054A4F2D3","True"
"2","base","3","71D2D772B38FC2BA8963E2BDE02BBE48911908A54BEC8E2EE725721F19BCA2D2","71D2D772B38FC2BA8963E2BDE02BBE48911908A54BEC8E2EE725721F19BCA2D2","True"
"2","base","4","41AC92D43B506BADBB5456EE25D53BB4BF1F339889694EEA2558FD757B9356A9","41AC92D43B506BADBB5456EE25D53BB4BF1F339889694EEA2558FD757B9356A9","True"
"2","base","5","48382141D0914F3111D68E0BA51B21EB1AD9876E5C2AAB68A117DEA73C651D40","48382141D0914F3111D68E0BA51B21EB1AD9876E5C2AAB68A117DEA73C651D40","True"
"2","base","6","9B515D5C8D2D2A9AB0A7A2CD3B2045D01A84669D58EC20BCE346655F491DDFFE","9B515D5C8D2D2A9AB0A7A2CD3B2045D01A84669D58EC20BCE346655F491DDFFE","True"
"2","base","7","513571F124398A1495ECCD39FD07F8580B03C78B7480C3EF64E99832C0B27993","513571F124398A1495ECCD39FD07F8580B03C78B7480C3EF64E99832C0B27993","True"
"2","base","8","AB6C71266F8DC320AA3D1A575DC505A3180E3350043153918A263A167B1E7157","AB6C71266F8DC320AA3D1A575DC505A3180E3350043153918A263A167B1E7157","True"
"2","base","9","C93383E6A5DEA81D4E1D8DB99CC65EECEDA7F0D5CFF8C433933CE54492C69587","C93383E6A5DEA81D4E1D8DB99CC65EECEDA7F0D5CFF8C433933CE54492C69587","True"
"2","base","10","31F96B06D53D8BC647F8E3BC9C102DA9715EB20B5DC5944CAA91338110CD08FA","31F96B06D53D8BC647F8E3BC9C102DA9715EB20B5DC5944CAA91338110CD08FA","True"
"2","base","11","82107965BA6269A4F59F721C932FD30A4FD337422CF7314621FEE795262926C4","82107965BA6269A4F59F721C932FD30A4FD337422CF7314621FEE795262926C4","True"
"2","adaptive","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"2","adaptive","1","FDC43B0DF03C435478B0A4539E39393BB34D833E76C5810D1D25230800F0B422","FDC43B0DF03C435478B0A4539E39393BB34D833E76C5810D1D25230800F0B422","True"
"2","adaptive","2","95B0070716176C36B669BC42B09ACA103E03259E5C548C8023F71A829BC8C43C","95B0070716176C36B669BC42B09ACA103E03259E5C548C8023F71A829BC8C43C","True"
"2","adaptive","3","9D792E01A4438DA2024496651F04A99DF1A17CAED7935353E7386F99D0BC95D0","9D792E01A4438DA2024496651F04A99DF1A17CAED7935353E7386F99D0BC95D0","True"
"2","adaptive","4","C47BEBBC0DF74599FED94CD2E8BE028ADF89E49C8E999D427313D516E593C41F","C47BEBBC0DF74599FED94CD2E8BE028ADF89E49C8E999D427313D516E593C41F","True"
"2","adaptive","5","48382141D0914F3111D68E0BA51B21EB1AD9876E5C2AAB68A117DEA73C651D40","48382141D0914F3111D68E0BA51B21EB1AD9876E5C2AAB68A117DEA73C651D40","True"
"2","adaptive","6","F70C5ED8B3E3C443FC1BA86B97D0FE93E1970076AFB93CBE5D321F258533FBE8","F70C5ED8B3E3C443FC1BA86B97D0FE93E1970076AFB93CBE5D321F258533FBE8","True"
"2","adaptive","7","C01FFFE13D9602A2B8465A00999C376EDF9EE2AEB5F3F90EEAE09F97705F093E","C01FFFE13D9602A2B8465A00999C376EDF9EE2AEB5F3F90EEAE09F97705F093E","True"
"2","adaptive","8","37CFC06BF9C6D3BF13BBE6FED80B74092B6DA108995D2E27FA73C060024593AA","37CFC06BF9C6D3BF13BBE6FED80B74092B6DA108995D2E27FA73C060024593AA","True"
"2","adaptive","9","C93383E6A5DEA81D4E1D8DB99CC65EECEDA7F0D5CFF8C433933CE54492C69587","C93383E6A5DEA81D4E1D8DB99CC65EECEDA7F0D5CFF8C433933CE54492C69587","True"
"2","adaptive","10","1D2328B3A0A6BEFF27AF060A4A95F07FBA28CFA19A9868943142A018C31AF078","1D2328B3A0A6BEFF27AF060A4A95F07FBA28CFA19A9868943142A018C31AF078","True"
"2","adaptive","11","B42D08E9D966979784B721A55CF35B61FA0E4CC8623AC100002FD1415DD8463A","B42D08E9D966979784B721A55CF35B61FA0E4CC8623AC100002FD1415DD8463A","True"
"3","base","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","base","1","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","base","2","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","base","3","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","base","4","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","base","5","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","base","6","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","base","7","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","base","8","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","base","9","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","base","10","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","base","11","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","adaptive","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","adaptive","1","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","adaptive","2","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","adaptive","3","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","adaptive","4","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","adaptive","5","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"3","adaptive","6","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","adaptive","7","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","adaptive","8","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","adaptive","9","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","adaptive","10","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"3","adaptive","11","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","CDDA87ECE7FE583C2771A187A72C934727B62E8A3523600A9EB7DE7B82D4F222","True"
"4","base","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","base","1","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","base","2","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","base","3","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","base","4","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","base","5","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","base","6","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","base","7","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","base","8","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","base","9","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","base","10","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","base","11","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","adaptive","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","adaptive","1","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","adaptive","2","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","adaptive","3","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","adaptive","4","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","adaptive","5","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"4","adaptive","6","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","adaptive","7","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","adaptive","8","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","adaptive","9","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","adaptive","10","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"4","adaptive","11","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","312A02B0DF214FCA68A26E5F076D57354B36A0E30D1EAF0022E3EF44064C5538","True"
"5","base","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"5","base","1","D84E0826B76E6DD73449EA8A2E3345C414475A0B512A80CD9748B0F9F75B27B0","D84E0826B76E6DD73449EA8A2E3345C414475A0B512A80CD9748B0F9F75B27B0","True"
"5","base","2","511C3BB3611FBECB7A95D23C7D163725297EB356E834519FF3657D138E0FE1B1","511C3BB3611FBECB7A95D23C7D163725297EB356E834519FF3657D138E0FE1B1","True"
"5","base","3","E69445C94369378B7DD0EDF5885543BB3DD336CB0A0D0B816763A4A4E20F7178","E69445C94369378B7DD0EDF5885543BB3DD336CB0A0D0B816763A4A4E20F7178","True"
"5","base","4","436AB661C43BE08B0F147FC10D7A4C24297350C752C5ACE805056F05709FA943","436AB661C43BE08B0F147FC10D7A4C24297350C752C5ACE805056F05709FA943","True"
"5","base","5","A93CFB4BB7D21C31F823C5150D3D50F88A83C1446695FD855592AF4621330261","A93CFB4BB7D21C31F823C5150D3D50F88A83C1446695FD855592AF4621330261","True"
"5","base","6","A211E1E0F79586FB7009F6D38D581A5D6ECABCBAE07C8435A84B6FD74958657F","A211E1E0F79586FB7009F6D38D581A5D6ECABCBAE07C8435A84B6FD74958657F","True"
"5","base","7","8E595C11B42088AA9BAD70CE91238B69D88BCC823880D564BA9429980405D908","8E595C11B42088AA9BAD70CE91238B69D88BCC823880D564BA9429980405D908","True"
"5","base","8","D229EC985DFF549BDF0E88AB94CBB900EB96D1F1CB3B17C338BA7DC53F507866","D229EC985DFF549BDF0E88AB94CBB900EB96D1F1CB3B17C338BA7DC53F507866","True"
"5","base","9","F5A5431D959F2F22F758AC70E7E7C3405E9727681C77CE3F2BB1B14D5B6D4BE9","F5A5431D959F2F22F758AC70E7E7C3405E9727681C77CE3F2BB1B14D5B6D4BE9","True"
"5","base","10","BA873EF40EA8A9B86DDB8C8715BF498301BD5C5247B0FE187FEC133985E1173F","BA873EF40EA8A9B86DDB8C8715BF498301BD5C5247B0FE187FEC133985E1173F","True"
"5","base","11","F01D6ED25746629AB03870B971718B9FE898381BB25EFDA6D813A3ED08454BFD","F01D6ED25746629AB03870B971718B9FE898381BB25EFDA6D813A3ED08454BFD","True"
"5","adaptive","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"5","adaptive","1","D84E0826B76E6DD73449EA8A2E3345C414475A0B512A80CD9748B0F9F75B27B0","D84E0826B76E6DD73449EA8A2E3345C414475A0B512A80CD9748B0F9F75B27B0","True"
